"ranking","name","count","total","male","female","langs"
"23024","병빈","1","1","1","0","@{ko=병빈; en=Byeongbin}"
"23024","병순","1","1","0","1","@{ko=병순; en=Byeongsun}"
"23024","병아","1","1","1","0","@{ko=병아; en=Byeonga}"
"23024","병안","1","1","1","0","@{ko=병안; en=Byeongan}"
"23024","병양","1","1","1","0","@{ko=병양; en=Byeongyang}"
"23024","병온","1","1","1","0","@{ko=병온; en=Byeongon}"
"23024","병요","1","1","1","0","@{ko=병요; en=Byeongyo}"
"23024","병음","1","1","1","0","@{ko=병음; en=Byeongeum}"
"23024","병응","1","1","1","0","@{ko=병응; en=Byeongeung}"
"23024","병이","1","1","1","0","@{ko=병이; en=Byeongi}"
"23024","병중","1","1","1","0","@{ko=병중; en=Byeongjung}"
"23024","병지크리스","1","1","1","0","@{ko=병지크리스; en=Byeongjikeuriseu}"
"23024","병첩","1","1","0","1","@{ko=병첩; en=Byeongcheop}"
"23024","병청","1","1","1","0","@{ko=병청; en=Byeongcheong}"
"23024","병춘","1","1","1","0","@{ko=병춘; en=Byeongchun}"
"23024","병탄","1","1","1","0","@{ko=병탄; en=Byeongtan}"
"23024","병필","1","1","1","0","@{ko=병필; en=Byeongpil}"
"23024","병해","1","1","1","0","@{ko=병해; en=Byeonghae}"
"23024","병형","1","1","1","0","@{ko=병형; en=Byeonghyeong}"
"23024","병혜","1","1","0","1","@{ko=병혜; en=Byeonghye}"
"23024","병훤","1","1","1","0","@{ko=병훤; en=Byeonghwon}"
"23024","병흘","1","1","1","0","@{ko=병흘; en=Byeongheul}"
"23024","보갑","1","1","1","0","@{ko=보갑; en=Bogap}"
"23024","보건하","1","1","0","1","@{ko=보건하; en=Bogeonha}"
"23024","보궁","1","1","0","1","@{ko=보궁; en=Bogung}"
"23024","보궐","1","1","1","0","@{ko=보궐; en=Bogwol}"
"23024","보긴","1","1","1","0","@{ko=보긴; en=Bogin}"
"23024","보김","1","1","0","1","@{ko=보김; en=Bogim}"
"23024","보나평화","1","1","0","1","@{ko=보나평화; en=Bonapyeonghwa}"
"23024","보내안","1","1","0","1","@{ko=보내안; en=Bonaean}"
"23024","보내화","1","1","0","1","@{ko=보내화; en=Bonaehwa}"
"23024","보너","1","1","1","0","@{ko=보너; en=Boneo}"
"23024","보네","1","1","0","1","@{ko=보네; en=Bone}"
"23024","보노","1","1","1","0","@{ko=보노; en=Bono}"
"23024","보니비어트릭스반들라","1","1","0","1","@{ko=보니비어트릭스반들라; en=Bonibieoteurikseubandeulra}"
"23024","보니타","1","1","0","1","@{ko=보니타; en=Bonita}"
"23024","보니타전","1","1","0","1","@{ko=보니타전; en=Bonitajeon}"
"23024","보다미","1","1","0","1","@{ko=보다미; en=Bodami}"
"23024","보답","1","1","0","1","@{ko=보답; en=Bodap}"
"23024","보당","1","1","1","0","@{ko=보당; en=Bodang}"
"23024","보동","1","1","1","0","@{ko=보동; en=Bodong}"
"23024","보드웨이","1","1","1","0","@{ko=보드웨이; en=Bodeuwei}"
"23024","보든","1","1","1","0","@{ko=보든; en=Bodeun}"
"23024","보디지성","1","1","1","0","@{ko=보디지성; en=Bodijiseong}"
"23024","보디진우","1","1","1","0","@{ko=보디진우; en=Bodijinu}"
"23024","보디태영","1","1","1","0","@{ko=보디태영; en=Boditaeyeong}"
"23024","보라리자","1","1","0","1","@{ko=보라리자; en=Borarija}"
"23024","보라매","1","1","1","0","@{ko=보라매; en=Boramae}"
"23024","보라윤","1","1","0","1","@{ko=보라윤; en=Borayun}"
"23024","보라챠트","1","1","1","0","@{ko=보라챠트; en=Borachyateu}"
"23024","보락","1","1","1","0","@{ko=보락; en=Borak}"
"23024","보렬","1","1","0","1","@{ko=보렬; en=Boryeol}"
"23024","보롬","1","1","1","0","@{ko=보롬; en=Borom}"
"23024","보료","1","1","1","0","@{ko=보료; en=Boryo}"
"23024","보룡","1","1","1","0","@{ko=보룡; en=Boryong}"
"23024","보름달","1","1","0","1","@{ko=보름달; en=Boreumdal}"
"23024","보릉","1","1","0","1","@{ko=보릉; en=Boreung}"
"23024","보리강","1","1","0","1","@{ko=보리강; en=Borigang}"
"23024","보리수","1","1","0","1","@{ko=보리수; en=Borisu}"
"23024","보마리","1","1","0","1","@{ko=보마리; en=Bomari}"
"23024","보미김","1","1","0","1","@{ko=보미김; en=Bomigim}"
"23024","보미알렉시스","1","1","0","1","@{ko=보미알렉시스; en=Bomialreksiseu}"
"23024","보민윤","1","1","1","0","@{ko=보민윤; en=Bominyun}"
"23024","보민주","1","1","0","1","@{ko=보민주; en=Bominju}"
"23024","보밀","1","1","0","1","@{ko=보밀; en=Bomil}"
"23024","보밍","1","1","1","0","@{ko=보밍; en=Boming}"
"23024","보반","1","1","0","1","@{ko=보반; en=Boban}"
"23024","보방","1","1","1","0","@{ko=보방; en=Bobang}"
"23024","보배애린","1","1","0","1","@{ko=보배애린; en=Bobaeaerin}"
"23024","보백","1","1","1","0","@{ko=보백; en=Bobaek}"
"23024","보벽","1","1","1","0","@{ko=보벽; en=Bobyeok}"
"23024","보부","1","1","1","0","@{ko=보부; en=Bobu}"
"23024","보삼","1","1","1","0","@{ko=보삼; en=Bosam}"
"23024","보세","1","1","1","0","@{ko=보세; en=Bose}"
"23024","보솜","1","1","0","1","@{ko=보솜; en=Bosom}"
"23024","보순","1","1","0","1","@{ko=보순; en=Bosun}"
"23024","보스톤빈체조","1","1","1","0","@{ko=보스톤빈체조; en=Boseutonbinchejo}"
"23024","보식","1","1","1","0","@{ko=보식; en=Bosik}"
"23024","보아셀레스트","1","1","0","1","@{ko=보아셀레스트; en=Boaselreseuteu}"
"23024","보아스규민","1","1","1","0","@{ko=보아스규민; en=Boaseugyumin}"
"23024","보아스유민","1","1","1","0","@{ko=보아스유민; en=Boaseuyumin}"
"23024","보아스제이","1","1","1","0","@{ko=보아스제이; en=Boaseujei}"
"23024","보아크리스틴","1","1","0","1","@{ko=보아크리스틴; en=Boakeuriseutin}"
"23024","보악","1","1","0","1","@{ko=보악; en=Boak}"
"23024","보앙","1","1","0","1","@{ko=보앙; en=Boang}"
"23024","보앤소니","1","1","1","0","@{ko=보앤소니; en=Boaensoni}"
"23024","보야향","1","1","0","1","@{ko=보야향; en=Boyahyang}"
"23024","보얀다니엘","1","1","1","0","@{ko=보얀다니엘; en=Boyandaniel}"
"23024","보양트","1","1","1","0","@{ko=보양트; en=Boyangteu}"
"23024","보엔킨충","1","1","1","0","@{ko=보엔킨충; en=Boenkinchung}"
"23024","보염","1","1","1","0","@{ko=보염; en=Boyeom}"
"23024","보옥","1","1","0","1","@{ko=보옥; en=Book}"
"23024","보옴","1","1","0","1","@{ko=보옴; en=Boom}"
"23024","보우헤미","1","1","1","0","@{ko=보우헤미; en=Bouhemi}"
"23024","보웬","1","1","1","0","@{ko=보웬; en=Bowen}"
"23024","보은라나","1","1","0","1","@{ko=보은라나; en=Boeunrana}"
"23024","보이드아제이","1","1","0","1","@{ko=보이드아제이; en=Boideuajei}"
"23024","보재","1","1","1","0","@{ko=보재; en=Bojae}"
"23024","보재익","1","1","1","0","@{ko=보재익; en=Bojaeik}"
"23024","보종","1","1","1","0","@{ko=보종; en=Bojong}"
"23024","보중","1","1","1","0","@{ko=보중; en=Bojung}"
"23024","보춘","1","1","1","0","@{ko=보춘; en=Bochun}"
"23024","보충","1","1","1","0","@{ko=보충; en=Bochung}"
"23024","보탬","1","1","1","0","@{ko=보탬; en=Botaem}"
"23024","보토","1","1","1","0","@{ko=보토; en=Boto}"
"23024","보편","1","1","1","0","@{ko=보편; en=Bopyeon}"
"23024","보헴","1","1","1","0","@{ko=보헴; en=Bohem}"
"23024","보혈","1","1","1","0","@{ko=보혈; en=Bohyeol}"
"23024","보혜람","1","1","0","1","@{ko=보혜람; en=Bohyeram}"
"23024","보혜미향","1","1","0","1","@{ko=보혜미향; en=Bohyemihyang}"
"23024","보홍","1","1","1","0","@{ko=보홍; en=Bohong}"
"23024","보회","1","1","0","1","@{ko=보회; en=Bohoe}"
"23024","보후","1","1","1","0","@{ko=보후; en=Bohu}"
"23024","복건","1","1","1","0","@{ko=복건; en=Bokgeon}"
"23024","복경","1","1","0","1","@{ko=복경; en=Bokgyeong}"
"23024","복군","1","1","1","0","@{ko=복군; en=Bokgun}"
"23024","복규","1","1","1","0","@{ko=복규; en=Bokgyu}"
"23024","복녀","1","1","0","1","@{ko=복녀; en=Boknyeo}"
"23024","복년","1","1","0","1","@{ko=복년; en=Boknyeon}"
"23024","복녕","1","1","0","1","@{ko=복녕; en=Boknyeong}"
"23024","복대","1","1","0","1","@{ko=복대; en=Bokdae}"
"23024","복덩","1","1","1","0","@{ko=복덩; en=Bokdeong}"
"23024","복덩이","1","1","0","1","@{ko=복덩이; en=Bokdeongi}"
"23024","복뎅이","1","1","1","0","@{ko=복뎅이; en=Bokdengi}"
"23024","복둥","1","1","0","1","@{ko=복둥; en=Bokdung}"
"23024","복렬","1","1","1","0","@{ko=복렬; en=Bokryeol}"
"23024","복령","1","1","0","1","@{ko=복령; en=Bokryeong}"
"23024","복례","1","1","0","1","@{ko=복례; en=Bokrye}"
"23024","복리","1","1","0","1","@{ko=복리; en=Bokri}"
"23024","복림","1","1","0","1","@{ko=복림; en=Bokrim}"
"23024","복만","1","1","1","0","@{ko=복만; en=Bokman}"
"23024","복몽미","1","1","0","1","@{ko=복몽미; en=Bokmongmi}"
"23024","복비","1","1","0","1","@{ko=복비; en=Bokbi}"
"23024","복삼","1","1","1","0","@{ko=복삼; en=Boksam}"
"23024","복석","1","1","1","0","@{ko=복석; en=Bokseok}"
"23024","복섭","1","1","1","0","@{ko=복섭; en=Bokseop}"
"23024","복손","1","1","0","1","@{ko=복손; en=Bokson}"
"23024","복식","1","1","1","0","@{ko=복식; en=Boksik}"
"23024","복야","1","1","0","1","@{ko=복야; en=Bokya}"
"23024","복양","1","1","1","0","@{ko=복양; en=Bokyang}"
"23024","복운","1","1","1","0","@{ko=복운; en=Bokun}"
"23024","복윤","1","1","1","0","@{ko=복윤; en=Bokyun}"
"23024","복의","1","1","1","0","@{ko=복의; en=Bokui}"
"23024","복인","1","1","1","0","@{ko=복인; en=Bokin}"
"23024","복재","1","1","1","0","@{ko=복재; en=Bokjae}"
"23024","복조","1","1","0","1","@{ko=복조; en=Bokjo}"
"23024","복천","1","1","1","0","@{ko=복천; en=Bokcheon}"
"23024","복춘","1","1","1","0","@{ko=복춘; en=Bokchun}"
"23024","복학","1","1","1","0","@{ko=복학; en=Bokhak}"
"23024","복형","1","1","1","0","@{ko=복형; en=Bokhyeong}"
"23024","복화","1","1","0","1","@{ko=복화; en=Bokhwa}"
"23024","복흥","1","1","1","0","@{ko=복흥; en=Bokheung}"
"23024","본강","1","1","1","0","@{ko=본강; en=Bongang}"
"23024","본구","1","1","1","0","@{ko=본구; en=Bongu}"
"23024","본균","1","1","1","0","@{ko=본균; en=Bongyun}"
"23024","본낭","1","1","0","1","@{ko=본낭; en=Bonnang}"
"23024","본라","1","1","0","1","@{ko=본라; en=Bonra}"
"23024","본렬","1","1","1","0","@{ko=본렬; en=Bonryeol}"
"23024","본록","1","1","1","0","@{ko=본록; en=Bonrok}"
"23024","본림","1","1","1","0","@{ko=본림; en=Bonrim}"
"23024","본명","1","1","1","0","@{ko=본명; en=Bonmyeong}"
"23024","본모","1","1","1","0","@{ko=본모; en=Bonmo}"
"23024","본별","1","1","1","0","@{ko=본별; en=Bonbyeol}"
"23024","본분","1","1","0","1","@{ko=본분; en=Bonbun}"
"23024","본선","1","1","1","0","@{ko=본선; en=Bonseon}"
"23024","본설","1","1","0","1","@{ko=본설; en=Bonseol}"
"23024","본실","1","1","0","1","@{ko=본실; en=Bonsil}"
"23024","본아린","1","1","0","1","@{ko=본아린; en=Bonarin}"
"23024","본애","1","1","0","1","@{ko=본애; en=Bonae}"
"23024","본엽","1","1","1","0","@{ko=본엽; en=Bonyeop}"
"23024","본예","1","1","0","1","@{ko=본예; en=Bonye}"
"23024","본왕","1","1","1","0","@{ko=본왕; en=Bonwang}"
"23024","본용","1","1","1","0","@{ko=본용; en=Bonyong}"
"23024","본음","1","1","1","0","@{ko=본음; en=Boneum}"
"23024","본조","1","1","0","1","@{ko=본조; en=Bonjo}"
"23024","본존","1","1","1","0","@{ko=본존; en=Bonjon}"
"23024","본지","1","1","0","1","@{ko=본지; en=Bonji}"
"23024","본집","1","1","1","0","@{ko=본집; en=Bonjip}"
"23024","본청","1","1","1","0","@{ko=본청; en=Boncheong}"
"23024","본탁","1","1","1","0","@{ko=본탁; en=Bontak}"
"23024","본태","1","1","1","0","@{ko=본태; en=Bontae}"
"23024","본톤","1","1","1","0","@{ko=본톤; en=Bonton}"
"23024","본한","1","1","1","0","@{ko=본한; en=Bonhan}"
"23024","본해","1","1","1","0","@{ko=본해; en=Bonhae}"
"23024","본협","1","1","1","0","@{ko=본협; en=Bonhyeop}"
"23024","본혜","1","1","0","1","@{ko=본혜; en=Bonhye}"
"23024","본효","1","1","1","0","@{ko=본효; en=Bonhyo}"
"23024","볼매","1","1","0","1","@{ko=볼매; en=Bolmae}"
"23024","볼설","1","1","0","1","@{ko=볼설; en=Bolseol}"
"23024","볼프강라온","1","1","1","0","@{ko=볼프강라온; en=Bolpeugangraon}"
"23024","볼프람혜성","1","1","1","0","@{ko=볼프람혜성; en=Bolpeuramhyeseong}"
"23024","봄가람","1","1","0","1","@{ko=봄가람; en=Bomgaram}"
"23024","봄고운","1","1","0","1","@{ko=봄고운; en=Bomgoun}"
"23024","봄나래","1","1","0","1","@{ko=봄나래; en=Bomnarae}"
"23024","봄날에","1","1","0","1","@{ko=봄날에; en=Bomnale}"
"23024","봄내","1","1","1","0","@{ko=봄내; en=Bomnae}"
"23024","봄눈","1","1","1","0","@{ko=봄눈; en=Bomnun}"
"23024","봄다운","1","1","0","1","@{ko=봄다운; en=Bomdaun}"
"23024","봄달","1","1","0","1","@{ko=봄달; en=Bomdal}"
"23024","봄동","1","1","1","0","@{ko=봄동; en=Bomdong}"
"23024","봄별이","1","1","0","1","@{ko=봄별이; en=Bombyeoli}"
"23024","봄볕","1","1","0","1","@{ko=봄볕; en=Bombyeot}"
"23024","봄보리","1","1","0","1","@{ko=봄보리; en=Bombori}"
"23024","봄산","1","1","1","0","@{ko=봄산; en=Bomsan}"
"23024","봄서","1","1","0","1","@{ko=봄서; en=Bomseo}"
"23024","봄쌔라","1","1","0","1","@{ko=봄쌔라; en=Bomssaera}"
"23024","봄아이린","1","1","0","1","@{ko=봄아이린; en=Bomairin}"
"23024","봄애","1","1","0","1","@{ko=봄애; en=Bomae}"
"23024","봄양","1","1","1","0","@{ko=봄양; en=Bomyang}"
"23024","봄에비","1","1","0","1","@{ko=봄에비; en=Bomebi}"
"23024","봄은","1","1","0","1","@{ko=봄은; en=Bomeun}"
"23024","봄의","1","1","0","1","@{ko=봄의; en=Bomui}"
"23024","봄이랑","1","1","0","1","@{ko=봄이랑; en=Bomirang}"
"23024","봄인","1","1","1","0","@{ko=봄인; en=Bomin}"
"23024","봄정원","1","1","0","1","@{ko=봄정원; en=Bomjeongwon}"
"23024","봄코라","1","1","0","1","@{ko=봄코라; en=Bomkora}"
"23024","봄하","1","1","1","0","@{ko=봄하; en=Bomha}"
"23024","봄한울","1","1","0","1","@{ko=봄한울; en=Bomhanul}"
"23024","봄해나","1","1","0","1","@{ko=봄해나; en=Bomhaena}"
"23024","봄휘","1","1","1","0","@{ko=봄휘; en=Bomhwi}"
"23024","봉갑","1","1","1","0","@{ko=봉갑; en=Bonggap}"
"23024","봉걸","1","1","1","0","@{ko=봉걸; en=Bonggeol}"
"23024","봉권","1","1","1","0","@{ko=봉권; en=Bonggwon}"
"23024","봉귀","1","1","1","0","@{ko=봉귀; en=Bonggwi}"
"23024","봉남","1","1","0","1","@{ko=봉남; en=Bongnam}"
"23024","봉녀","1","1","0","1","@{ko=봉녀; en=Bongnyeo}"
"23024","봉대","1","1","1","0","@{ko=봉대; en=Bongdae}"
"23024","봉동","1","1","1","0","@{ko=봉동; en=Bongdong}"
"23024","봉련","1","1","0","1","@{ko=봉련; en=Bongryeon}"
"23024","봉렬","1","1","1","0","@{ko=봉렬; en=Bongryeol}"
"23024","봉미","1","1","1","0","@{ko=봉미; en=Bongmi}"
"23024","봉민서","1","1","0","1","@{ko=봉민서; en=Bongminseo}"
"23024","봉봉","1","1","1","0","@{ko=봉봉; en=Bongbong}"
"23024","봉사","1","1","1","0","@{ko=봉사; en=Bongsa}"
"23024","봉산","1","1","1","0","@{ko=봉산; en=Bongsan}"
"23024","봉색","1","1","1","0","@{ko=봉색; en=Bongsaek}"
"23024","봉생","1","1","1","0","@{ko=봉생; en=Bongsaeng}"
"23024","봉서","1","1","1","0","@{ko=봉서; en=Bongseo}"
"23024","봉설","1","1","0","1","@{ko=봉설; en=Bongseol}"
"23024","봉세","1","1","1","0","@{ko=봉세; en=Bongse}"
"23024","봉송","1","1","1","0","@{ko=봉송; en=Bongsong}"
"23024","봉숙","1","1","0","1","@{ko=봉숙; en=Bongsuk}"
"23024","봉아","1","1","0","1","@{ko=봉아; en=Bonga}"
"23024","봉안","1","1","0","1","@{ko=봉안; en=Bongan}"
"23024","봉애","1","1","0","1","@{ko=봉애; en=Bongae}"
"23024","봉오","1","1","1","0","@{ko=봉오; en=Bongo}"
"23024","봉옥","1","1","0","1","@{ko=봉옥; en=Bongok}"
"23024","봉우리","1","1","1","0","@{ko=봉우리; en=Bonguri}"
"23024","봉욱","1","1","1","0","@{ko=봉욱; en=Bonguk}"
"23024","봉웅","1","1","1","0","@{ko=봉웅; en=Bongung}"
"23024","봉위","1","1","0","1","@{ko=봉위; en=Bongwi}"
"23024","봉은율","1","1","0","1","@{ko=봉은율; en=Bongeunyul}"
"23024","봉장","1","1","1","0","@{ko=봉장; en=Bongjang}"
"23024","봉전","1","1","1","0","@{ko=봉전; en=Bongjeon}"
"23024","봉점","1","1","0","1","@{ko=봉점; en=Bongjeom}"
"23024","봉정","1","1","1","0","@{ko=봉정; en=Bongjeong}"
"23024","봉정자모라","1","1","1","0","@{ko=봉정자모라; en=Bongjeongjamora}"
"23024","봉종","1","1","1","0","@{ko=봉종; en=Bongjong}"
"23024","봉중","1","1","1","0","@{ko=봉중; en=Bongjung}"
"23024","봉채","1","1","1","0","@{ko=봉채; en=Bongchae}"
"23024","봉천","1","1","1","0","@{ko=봉천; en=Bongcheon}"
"23024","봉청","1","1","1","0","@{ko=봉청; en=Bongcheong}"
"23024","봉태","1","1","1","0","@{ko=봉태; en=Bongtae}"
"23024","봉헌","1","1","1","0","@{ko=봉헌; en=Bongheon}"
"23024","봉황","1","1","0","1","@{ko=봉황; en=Bonghwang}"
"23024","봔로렌스","1","1","1","0","@{ko=봔로렌스; en=Bwanrorenseu}"
"23024","뵈닝","1","1","0","1","@{ko=뵈닝; en=Boening}"
"23024","뵈뵈","1","1","0","1","@{ko=뵈뵈; en=Boeboe}"
"23024","부가","1","1","0","1","@{ko=부가; en=Buga}"
"23024","부갑","1","1","0","1","@{ko=부갑; en=Bugap}"
"23024","부공","1","1","1","0","@{ko=부공; en=Bugong}"
"23024","부구","1","1","1","0","@{ko=부구; en=Bugu}"
"23024","부구인","1","1","1","0","@{ko=부구인; en=Buguin}"
"23024","부규자슈아","1","1","1","0","@{ko=부규자슈아; en=Bugyujasyua}"
"23024","부낙","1","1","1","0","@{ko=부낙; en=Bunak}"
"23024","부니","1","1","0","1","@{ko=부니; en=Buni}"
"23024","부덕","1","1","0","1","@{ko=부덕; en=Budeok}"
"23024","부디엔","1","1","1","0","@{ko=부디엔; en=Budien}"
"23024","부딸라","1","1","1","0","@{ko=부딸라; en=Buttalra}"
"23024","부래음","1","1","0","1","@{ko=부래음; en=Buraeeum}"
"23024","부령","1","1","1","0","@{ko=부령; en=Buryeong}"
"23024","부루","1","1","1","0","@{ko=부루; en=Buru}"
"23024","부루나","1","1","0","1","@{ko=부루나; en=Buruna}"
"23024","부루노","1","1","1","0","@{ko=부루노; en=Buruno}"
"23024","부르사","1","1","1","0","@{ko=부르사; en=Bureusa}"
"23024","부르스게슬러","1","1","1","0","@{ko=부르스게슬러; en=Bureuseugeseulreo}"
"23024","부리아나영","1","1","0","1","@{ko=부리아나영; en=Burianayeong}"
"23024","부명","1","1","1","0","@{ko=부명; en=Bumyeong}"
"23024","부몽","1","1","1","0","@{ko=부몽; en=Bumong}"
"23024","부문","1","1","1","0","@{ko=부문; en=Bumun}"
"23024","부미강","1","1","0","1","@{ko=부미강; en=Bumigang}"
